Booking_ID,Customer_ID,Booking_Time,Ride_Type,Pickup_Location,Drop_Location,Estimated_Fare,Estimated_Distance_km,Estimated_Time_min,Booking_Status,Cancellation_Time,Cancellation_By
201,146,2026-03-29 10:22:28.703517,Instant,"Satellite, Ahmedabad","Andheri, Mumbai",46.8,3.5,9,Cancelled,2026-03-29 10:28:28.703517,System
202,3078,2026-01-21 13:31:00.168233,Scheduled,"Navrangpura, Ahmedabad","Navrangpura, Ahmedabad",258.41,23.98,64,Completed,,
203,3775,2026-02-10 13:55:25.847494,Instant,"Connaught Place, Delhi","Katargam, Surat",342.83,17.78,44,Completed,,
204,4029,2025-10-12 10:49:27.128363,Instant,"Hinjewadi, Pune","Katargam, Surat",123.07,10.41,29,Cancelled,2025-10-12 10:56:27.128363,System
205,4087,2026-03-03 02:45:48.763890,Instant,"Udhna, Surat","Kothrud, Pune",146.68,12.58,28,Completed,,
206,2021,2026-01-28 22:32:35.063768,Scheduled,"Vesu, Surat","Dwarka, Delhi",233.27,13.49,30,Completed,,
207,2335,2026-02-05 05:38:31.529975,Instant,"Katargam, Surat","Satellite, Ahmedabad",91.81,6.39,24,Completed,,
208,2959,2025-12-07 10:45:12.071643,Scheduled,"Dadar, Mumbai","Katargam, Surat",197.94,17.39,44,Cancelled,2025-12-07 10:55:12.071643,Customer
209,1411,2025-10-12 06:03:21.416151,Scheduled,"Udhna, Surat","Indiranagar, Bangalore",134.99,12.95,39,Completed,,
210,4652,2026-02-13 11:05:41.967613,Instant,"Dadar, Mumbai","Bandra, Mumbai",69.17,3.76,14,Confirmed,,
211,4117,2025-12-12 11:54:33.957563,Instant,"Kothrud, Pune","Satellite, Ahmedabad",188.14,16.21,56,Completed,,
212,2359,2026-01-17 18:25:36.808282,Instant,"Whitefield, Bangalore","Hinjewadi, Pune",319.92,18.96,37,Completed,,
213,3011,2026-03-19 20:34:36.481645,Instant,"Connaught Place, Delhi","Whitefield, Bangalore",218.5,14.16,41,Completed,,
214,2300,2026-02-22 05:04:45.028982,Instant,"Bandra, Mumbai","Kothrud, Pune",173.68,9.66,20,Completed,,
215,607,2025-11-24 18:09:15.650441,Scheduled,"Katargam, Surat","Navrangpura, Ahmedabad",233.79,18.27,64,Completed,,
216,3299,2026-03-07 12:48:39.339495,Instant,"Navrangpura, Ahmedabad","Andheri, Mumbai",41.06,2.55,6,Completed,,
217,506,2025-12-25 11:57:21.292521,Instant,"Indiranagar, Bangalore","Katargam, Surat",33.5,1.92,4,Completed,,
218,4142,2025-10-12 00:34:39.857303,Instant,"Dwarka, Delhi","Navrangpura, Ahmedabad",259.06,23.4,72,Completed,,
219,2120,2025-10-25 09:04:55.744441,Instant,"Indiranagar, Bangalore","Vesu, Surat",40.97,3.78,13,Completed,,
220,1318,2026-02-14 14:50:56.126156,Scheduled,"Whitefield, Bangalore","Kothrud, Pune",351.44,18.73,47,Completed,,
221,1429,2025-11-05 01:59:21.821703,Instant,"Dwarka, Delhi","Whitefield, Bangalore",324.46,20.15,76,Cancelled,2025-11-05 02:04:21.821703,Customer
222,1847,2026-01-18 19:13:50.143654,Instant,"Connaught Place, Delhi","Satellite, Ahmedabad",183.5,14.04,50,Completed,,
223,4782,2026-02-25 18:09:39.442688,Instant,"Hinjewadi, Pune","Kothrud, Pune",71.66,4.24,14,Completed,,
224,1705,2026-04-05 03:43:22.022596,Instant,"Udhna, Surat","Hinjewadi, Pune",155.88,13.71,28,Completed,,
225,2425,2025-11-13 22:39:16.109070,Scheduled,"Satellite, Ahmedabad","Whitefield, Bangalore",102.93,8.05,22,Completed,,
226,1231,2025-12-19 15:08:03.088306,Instant,"Kothrud, Pune","Adajan, Surat",313.07,22.86,86,Completed,,
227,3790,2025-11-28 05:20:22.909942,Instant,"Vesu, Surat","Dadar, Mumbai",35.59,2.66,9,Completed,,
228,4324,2025-11-03 16:17:10.272820,Instant,"Kothrud, Pune","Udhna, Surat",49.66,3.59,8,Completed,,
229,3512,2026-03-08 10:05:10.503878,Instant,"Andheri, Mumbai","Vesu, Surat",89.07,7.87,25,Completed,,
230,4575,2026-04-02 21:04:44.235482,Instant,"Adajan, Surat","Adajan, Surat",205.29,10.8,30,Cancelled,2026-04-02 21:14:44.235482,Customer
231,3700,2025-12-25 04:13:22.427675,Instant,"Andheri, Mumbai","Hinjewadi, Pune",414.43,24.31,57,Cancelled,2025-12-25 04:16:22.427675,Driver
232,2465,2025-10-19 09:35:57.628000,Instant,"Dadar, Mumbai","Dadar, Mumbai",99.97,7.84,16,Completed,,
233,4565,2026-02-13 01:31:38.225922,Instant,"Indiranagar, Bangalore","Andheri, Mumbai",31.39,2.88,7,Completed,,
234,3048,2026-03-20 02:41:06.498014,Scheduled,"Hinjewadi, Pune","Vesu, Surat",140.01,7.31,20,Cancelled,2026-03-20 02:43:06.498014,System
235,22,2025-10-08 07:11:06.855834,Scheduled,"Udhna, Surat","Whitefield, Bangalore",63.18,5.09,13,Completed,,
236,3427,2025-10-14 23:04:57.732737,Instant,"Andheri, Mumbai","Andheri, Mumbai",236.33,23.44,68,Completed,,
237,1830,2026-02-18 21:34:05.666577,Scheduled,"Indiranagar, Bangalore","Dadar, Mumbai",314.88,20.32,55,Completed,,
238,591,2025-12-27 14:47:22.721355,Scheduled,"Andheri, Mumbai","Satellite, Ahmedabad",258.91,17.54,67,Completed,,
239,589,2025-10-27 04:43:24.344583,Scheduled,"Satellite, Ahmedabad","Navrangpura, Ahmedabad",201.63,18.71,54,Completed,,
240,449,2026-01-15 12:19:52.990746,Instant,"Bandra, Mumbai","Satellite, Ahmedabad",86.36,7.72,28,Confirmed,,
241,668,2026-01-17 18:57:17.394846,Instant,"Adajan, Surat","Dadar, Mumbai",94.18,6.81,25,Completed,,
242,4838,2025-12-29 02:12:47.693434,Instant,"Bandra, Mumbai","Indiranagar, Bangalore",396.87,21.12,50,Cancelled,2025-12-29 02:19:47.693434,Driver
243,2596,2026-03-17 12:40:12.515886,Instant,"Navrangpura, Ahmedabad","Satellite, Ahmedabad",47.81,2.73,8,Completed,,
244,3023,2026-02-13 03:53:06.700999,Instant,"Udhna, Surat","Satellite, Ahmedabad",153.31,11.53,23,Completed,,
245,2931,2026-04-04 18:20:49.081030,Instant,"Andheri, Mumbai","Satellite, Ahmedabad",273.77,21.28,53,Completed,,
246,290,2026-02-23 04:53:47.342724,Instant,"Navrangpura, Ahmedabad","Satellite, Ahmedabad",54.71,4.78,14,Cancelled,2026-02-23 04:55:47.342724,Driver
247,502,2026-01-22 07:02:16.110476,Instant,"Whitefield, Bangalore","Whitefield, Bangalore",55.32,4.62,10,Cancelled,2026-01-22 07:12:16.110476,Driver
248,1635,2025-12-13 17:24:05.076297,Instant,"Whitefield, Bangalore","Connaught Place, Delhi",92.23,4.95,19,Completed,,
249,1456,2026-02-03 00:27:09.620173,Instant,"Whitefield, Bangalore","Kothrud, Pune",247.78,22.31,85,Completed,,
250,150,2026-03-19 04:50:20.820970,Scheduled,"Satellite, Ahmedabad","Navrangpura, Ahmedabad",292.34,24.66,70,Completed,,
251,3779,2026-03-18 21:40:05.742545,Instant,"Navrangpura, Ahmedabad","Udhna, Surat",257.74,18.83,74,Confirmed,,
252,3763,2026-03-08 14:35:53.502945,Scheduled,"Indiranagar, Bangalore","Connaught Place, Delhi",43.63,2.69,5,Completed,,
253,1462,2026-02-26 06:34:38.047405,Instant,"Bandra, Mumbai","Connaught Place, Delhi",89.32,4.84,16,Confirmed,,
254,2043,2025-12-01 20:35:44.528119,Instant,"Whitefield, Bangalore","Udhna, Surat",157.38,12.02,30,Completed,,
255,268,2026-03-07 06:15:05.890353,Instant,"Dadar, Mumbai","Whitefield, Bangalore",211.94,19.11,45,Completed,,
256,1263,2025-10-12 19:15:49.843370,Instant,"Navrangpura, Ahmedabad","Andheri, Mumbai",387.41,23.23,58,Completed,,
257,3184,2025-12-27 13:54:17.795252,Instant,"Dadar, Mumbai","Connaught Place, Delhi",28.97,2.45,9,Completed,,
258,4791,2026-01-31 22:16:18.880420,Scheduled,"Bandra, Mumbai","Dadar, Mumbai",39.87,2.15,8,Completed,,
259,4659,2026-03-12 04:39:24.296496,Instant,"Hinjewadi, Pune","Vesu, Surat",135.12,8.83,22,Cancelled,2026-03-12 04:47:24.296496,System
260,1846,2026-03-06 10:32:18.907314,Instant,"Adajan, Surat","Indiranagar, Bangalore",31.95,2.74,10,Completed,,
261,2709,2026-01-26 11:31:01.986234,Instant,"Bandra, Mumbai","Vesu, Surat",107.64,8.78,28,Cancelled,2026-01-26 11:37:01.986234,Customer
262,2534,2026-03-12 19:28:28.838984,Instant,"Kothrud, Pune","Katargam, Surat",419.15,24.3,57,Completed,,
263,3543,2025-12-03 18:30:29.880465,Instant,"Navrangpura, Ahmedabad","Adajan, Surat",92.64,5.89,20,Completed,,
264,4132,2026-02-23 18:51:24.675014,Instant,"Hinjewadi, Pune","Adajan, Surat",129.53,10.18,34,Cancelled,2026-02-23 18:53:24.675014,Customer
265,2382,2025-12-10 09:16:36.331436,Scheduled,"Katargam, Surat","Indiranagar, Bangalore",246.98,19.75,64,Completed,,
266,3114,2026-03-31 18:56:47.874235,Instant,"Udhna, Surat","Andheri, Mumbai",314.7,18.49,73,Completed,,
267,3691,2026-03-11 19:50:55.411209,Instant,"Katargam, Surat","Indiranagar, Bangalore",171.45,12.03,31,Completed,,
268,2990,2026-01-15 11:18:00.803770,Scheduled,"Connaught Place, Delhi","Dwarka, Delhi",274.4,14.82,46,Cancelled,2026-01-15 11:20:00.803770,System
269,961,2025-11-05 18:22:41.533709,Scheduled,"Andheri, Mumbai","Connaught Place, Delhi",243.51,14.46,37,Completed,,
270,124,2025-11-21 05:58:28.458710,Instant,"Dadar, Mumbai","Bandra, Mumbai",487.41,24.4,93,Confirmed,,
271,1736,2026-03-10 07:01:21.383432,Instant,"Dwarka, Delhi","Navrangpura, Ahmedabad",113.35,8.18,17,Completed,,
272,523,2025-10-09 04:23:10.609773,Instant,"Kothrud, Pune","Hinjewadi, Pune",290.59,15.13,54,Completed,,
273,4443,2026-03-16 12:43:55.195660,Instant,"Vesu, Surat","Bandra, Mumbai",303.75,23.22,50,Cancelled,2026-03-16 12:52:55.195660,System
274,3088,2026-03-31 22:59:03.962119,Instant,"Vesu, Surat","Andheri, Mumbai",58.4,4.35,11,Completed,,
275,774,2025-11-25 07:33:53.301918,Instant,"Kothrud, Pune","Udhna, Surat",271.72,15.89,59,Completed,,
276,3082,2026-02-24 16:49:26.546035,Scheduled,"Hinjewadi, Pune","Udhna, Surat",57.94,3.06,11,Cancelled,2026-02-24 16:56:26.546035,Driver
277,2390,2026-03-15 21:56:00.003677,Scheduled,"Indiranagar, Bangalore","Andheri, Mumbai",324.36,19.93,71,Cancelled,2026-03-15 21:59:00.003677,Driver
278,1348,2025-12-17 23:04:51.620521,Instant,"Dwarka, Delhi","Katargam, Surat",90.11,6.57,20,Completed,,
279,1716,2025-11-20 15:46:19.876230,Instant,"Connaught Place, Delhi","Navrangpura, Ahmedabad",99.43,5.16,20,Cancelled,2025-11-20 15:54:19.876230,Driver
280,864,2026-03-01 08:35:40.716979,Scheduled,"Dadar, Mumbai","Andheri, Mumbai",110.35,9.13,23,Cancelled,2026-03-01 08:44:40.716979,Customer
281,1629,2026-01-22 12:23:54.445021,Scheduled,"Connaught Place, Delhi","Bandra, Mumbai",262.23,24.61,92,Cancelled,2026-01-22 12:28:54.445021,System
282,769,2026-03-07 20:21:46.187450,Scheduled,"Bandra, Mumbai","Dadar, Mumbai",63.5,4.93,17,Completed,,
283,4862,2025-12-16 01:58:02.268610,Instant,"Navrangpura, Ahmedabad","Vesu, Surat",147.15,10.24,39,Confirmed,,
284,1115,2025-11-09 18:50:54.733873,Instant,"Hinjewadi, Pune","Andheri, Mumbai",168.47,11.23,33,Completed,,
285,984,2025-11-07 07:39:37.033485,Instant,"Adajan, Surat","Connaught Place, Delhi",136.74,8.6,17,Completed,,
286,3862,2026-01-18 09:09:10.051215,Instant,"Katargam, Surat","Andheri, Mumbai",294.56,17.34,60,Completed,,
287,4083,2025-10-15 08:05:48.866767,Instant,"Indiranagar, Bangalore","Dwarka, Delhi",195.2,13.85,38,Completed,,
288,2854,2025-10-06 14:00:55.828283,Instant,"Adajan, Surat","Andheri, Mumbai",204.99,18.55,64,Confirmed,,
289,2947,2025-11-21 01:41:47.859244,Instant,"Whitefield, Bangalore","Kothrud, Pune",240.93,12.75,50,Completed,,
290,361,2025-11-08 01:56:58.694416,Instant,"Kothrud, Pune","Connaught Place, Delhi",468.5,24.35,52,Completed,,
291,4513,2026-01-29 20:35:22.459934,Instant,"Connaught Place, Delhi","Whitefield, Bangalore",275.04,15.61,44,Completed,,
292,543,2025-10-27 10:06:05.698823,Instant,"Katargam, Surat","Navrangpura, Ahmedabad",176.14,16.08,49,Completed,,
293,3115,2026-03-28 10:51:31.389763,Instant,"Dadar, Mumbai","Andheri, Mumbai",282.3,19.29,52,Completed,,
294,3048,2025-10-07 16:43:25.182083,Instant,"Dwarka, Delhi","Connaught Place, Delhi",93.42,7.97,29,Cancelled,2025-10-07 16:50:25.182083,System
295,4719,2025-12-29 19:22:04.427577,Scheduled,"Dwarka, Delhi","Bandra, Mumbai",243.26,13.58,49,Completed,,
296,2063,2025-10-26 03:07:20.044627,Scheduled,"Kothrud, Pune","Kothrud, Pune",26.3,1.86,5,Cancelled,2025-10-26 03:17:20.044627,System
297,3355,2025-11-10 07:36:16.569692,Instant,"Connaught Place, Delhi","Kothrud, Pune",201.17,19.8,50,Confirmed,,
298,4518,2026-01-15 18:27:30.726676,Scheduled,"Connaught Place, Delhi","Vesu, Surat",262.37,14.04,44,Completed,,
299,1471,2026-02-28 01:16:16.704165,Instant,"Navrangpura, Ahmedabad","Indiranagar, Bangalore",187.06,11.75,29,Completed,,
300,207,2025-12-19 09:14:44.058108,Scheduled,"Satellite, Ahmedabad","Hinjewadi, Pune",265.94,16.99,61,Cancelled,2025-12-19 09:21:44.058108,Customer
301,4918,2025-12-26 10:33:56.861499,Scheduled,"Dadar, Mumbai","Vesu, Surat",32.88,2.57,8,Confirmed,,
302,742,2025-12-09 19:34:51.969347,Instant,"Katargam, Surat","Kothrud, Pune",196.34,18.25,59,Completed,,
303,250,2026-02-02 12:54:57.174014,Instant,"Whitefield, Bangalore","Andheri, Mumbai",148.78,10.38,36,Cancelled,2026-02-02 12:57:57.174014,System
304,556,2026-03-14 22:24:01.450440,Scheduled,"Katargam, Surat","Adajan, Surat",38.53,3.54,13,Completed,,
305,4529,2025-11-18 20:54:06.820088,Instant,"Kothrud, Pune","Hinjewadi, Pune",213.12,15.66,53,Cancelled,2025-11-18 21:01:06.820088,Customer
306,2149,2025-12-12 11:23:24.910050,Instant,"Indiranagar, Bangalore","Hinjewadi, Pune",197.71,10.43,32,Confirmed,,
307,4433,2026-03-27 07:39:52.918029,Instant,"Navrangpura, Ahmedabad","Udhna, Surat",163.63,12.98,45,Completed,,
308,1517,2026-02-01 09:57:04.993462,Instant,"Indiranagar, Bangalore","Vesu, Surat",309.91,17.08,37,Completed,,
309,1950,2026-01-20 14:08:53.920020,Instant,"Kothrud, Pune","Vesu, Surat",333.48,21.89,58,Confirmed,,
310,3114,2026-01-16 09:42:32.544395,Scheduled,"Katargam, Surat","Whitefield, Bangalore",257.01,18.44,41,Completed,,
311,647,2025-12-31 06:31:27.933145,Instant,"Dwarka, Delhi","Hinjewadi, Pune",181.49,15.64,60,Confirmed,,
312,1938,2026-02-10 14:46:29.666428,Scheduled,"Katargam, Surat","Hinjewadi, Pune",375.18,19.64,72,Completed,,
313,2510,2026-01-01 21:49:15.201819,Instant,"Bandra, Mumbai","Katargam, Surat",185.32,13.57,32,Cancelled,2026-01-01 21:55:15.201819,Customer
314,2666,2026-03-02 05:39:45.271191,Instant,"Hinjewadi, Pune","Connaught Place, Delhi",192.45,13.76,47,Completed,,
315,2619,2025-12-06 01:35:22.247866,Instant,"Dadar, Mumbai","Connaught Place, Delhi",143.8,8.91,27,Completed,,
316,2276,2026-01-23 06:20:29.056322,Instant,"Satellite, Ahmedabad","Navrangpura, Ahmedabad",64.66,3.91,15,Completed,,
317,4047,2026-03-22 12:58:08.501168,Scheduled,"Hinjewadi, Pune","Navrangpura, Ahmedabad",107.87,7.76,17,Completed,,
318,3401,2026-03-22 07:38:44.659319,Instant,"Bandra, Mumbai","Adajan, Surat",309.05,24.82,59,Completed,,
319,3487,2025-12-28 05:27:33.362855,Instant,"Navrangpura, Ahmedabad","Udhna, Surat",344.17,17.7,63,Completed,,
320,593,2026-02-11 05:16:17.469815,Instant,"Bandra, Mumbai","Dwarka, Delhi",203.05,19.65,71,Completed,,
321,567,2025-11-26 05:50:03.620503,Scheduled,"Vesu, Surat","Indiranagar, Bangalore",94.73,5.16,12,Confirmed,,
322,1778,2025-11-12 17:48:31.742339,Instant,"Udhna, Surat","Dadar, Mumbai",384.48,20.16,67,Completed,,
323,1759,2025-10-10 12:32:10.293322,Instant,"Whitefield, Bangalore","Navrangpura, Ahmedabad",227.47,12.6,47,Cancelled,2025-10-10 12:37:10.293322,Customer
324,2539,2025-10-11 22:30:15.710265,Instant,"Hinjewadi, Pune","Adajan, Surat",72.68,6.87,25,Completed,,
325,2814,2026-03-31 20:23:26.416484,Instant,"Connaught Place, Delhi","Dwarka, Delhi",40.77,2.59,9,Completed,,
326,3926,2025-11-06 18:35:43.093114,Instant,"Hinjewadi, Pune","Whitefield, Bangalore",43.65,2.85,8,Completed,,
327,3421,2026-03-27 14:26:18.577790,Instant,"Whitefield, Bangalore","Connaught Place, Delhi",50.06,2.63,8,Cancelled,2026-03-27 14:29:18.577790,Customer
328,4013,2026-02-06 17:11:38.103093,Instant,"Whitefield, Bangalore","Vesu, Surat",205.59,14.91,34,Confirmed,,
329,1694,2025-10-18 14:00:16.459271,Instant,"Udhna, Surat","Adajan, Surat",74.67,5.4,12,Completed,,
330,1427,2026-03-04 11:47:21.791061,Scheduled,"Dadar, Mumbai","Dwarka, Delhi",93.12,6.63,23,Completed,,
331,1117,2026-03-21 13:21:43.021094,Instant,"Connaught Place, Delhi","Whitefield, Bangalore",442.69,23.22,53,Completed,,
332,2818,2025-10-28 14:17:27.281015,Instant,"Andheri, Mumbai","Whitefield, Bangalore",351.08,20.08,46,Completed,,
333,3122,2025-11-12 10:19:42.454717,Scheduled,"Dwarka, Delhi","Kothrud, Pune",152.75,10.17,34,Completed,,
334,3445,2026-02-15 21:11:38.758743,Scheduled,"Udhna, Surat","Hinjewadi, Pune",83.73,5.08,10,Completed,,
335,2740,2026-03-21 12:33:09.888443,Instant,"Satellite, Ahmedabad","Bandra, Mumbai",116.25,10.62,41,Cancelled,2026-03-21 12:39:09.888443,Driver
336,2092,2026-02-17 19:21:26.071132,Instant,"Dwarka, Delhi","Vesu, Surat",296.62,14.85,43,Cancelled,2026-02-17 19:23:26.071132,Driver
337,1640,2026-01-30 00:22:00.069072,Instant,"Adajan, Surat","Bandra, Mumbai",340.95,21.02,54,Completed,,
338,2260,2025-10-21 05:39:06.956527,Scheduled,"Kothrud, Pune","Katargam, Surat",39.46,3.79,9,Completed,,
339,366,2025-11-28 22:12:36.994375,Instant,"Whitefield, Bangalore","Whitefield, Bangalore",280.25,15.03,38,Completed,,
340,1468,2025-10-31 13:37:38.832577,Scheduled,"Navrangpura, Ahmedabad","Bandra, Mumbai",232.12,20.19,79,Completed,,
341,4897,2026-02-11 21:33:50.899571,Scheduled,"Andheri, Mumbai","Whitefield, Bangalore",153.68,8.72,29,Completed,,
342,2612,2026-02-18 04:46:28.922997,Instant,"Andheri, Mumbai","Andheri, Mumbai",241.04,18.18,64,Completed,,
343,1151,2025-12-26 07:35:53.961247,Instant,"Whitefield, Bangalore","Udhna, Surat",297.25,22.94,57,Cancelled,2025-12-26 07:36:53.961247,Driver
344,2278,2025-11-30 05:45:58.216179,Instant,"Kothrud, Pune","Bandra, Mumbai",331.72,19.78,43,Cancelled,2025-11-30 05:48:58.216179,System
345,2286,2025-12-27 00:07:00.762875,Instant,"Katargam, Surat","Connaught Place, Delhi",204.64,11.68,30,Cancelled,2025-12-27 00:12:00.762875,Driver
346,2328,2025-11-01 23:17:08.745691,Instant,"Kothrud, Pune","Indiranagar, Bangalore",298.64,23.34,74,Completed,,
347,4753,2025-10-30 11:41:55.265849,Scheduled,"Katargam, Surat","Andheri, Mumbai",432.4,24.39,84,Completed,,
348,1692,2026-02-03 17:30:41.726676,Scheduled,"Vesu, Surat","Bandra, Mumbai",142.87,7.72,25,Completed,,
349,409,2025-11-05 07:10:14.053117,Instant,"Hinjewadi, Pune","Katargam, Surat",110.29,10.49,35,Confirmed,,
350,895,2026-03-01 01:32:54.132515,Instant,"Dadar, Mumbai","Katargam, Surat",26.04,1.9,6,Completed,,
351,3523,2026-02-22 08:13:14.961167,Instant,"Dadar, Mumbai","Bandra, Mumbai",338.6,16.94,49,Completed,,
352,868,2026-04-05 14:11:21.673038,Instant,"Navrangpura, Ahmedabad","Dadar, Mumbai",214.87,20.97,54,Completed,,
353,1362,2026-01-12 11:36:04.540272,Instant,"Connaught Place, Delhi","Adajan, Surat",57.38,3.59,10,Confirmed,,
354,3991,2026-03-01 13:39:58.567718,Scheduled,"Hinjewadi, Pune","Katargam, Surat",403.51,22.55,82,Cancelled,2026-03-01 13:41:58.567718,Customer
355,1842,2025-10-11 22:26:33.770011,Instant,"Udhna, Surat","Indiranagar, Bangalore",208.3,14.37,34,Cancelled,2025-10-11 22:28:33.770011,System
356,4057,2026-01-15 05:26:07.235813,Instant,"Navrangpura, Ahmedabad","Whitefield, Bangalore",128.0,10.87,26,Completed,,
357,1359,2026-01-31 02:41:06.155001,Scheduled,"Connaught Place, Delhi","Whitefield, Bangalore",417.86,24.01,50,Completed,,
358,3109,2025-11-10 18:49:59.279150,Scheduled,"Hinjewadi, Pune","Vesu, Surat",106.62,9.36,23,Cancelled,2025-11-10 18:57:59.279150,Customer
359,1802,2025-11-13 08:43:31.697714,Instant,"Katargam, Surat","Navrangpura, Ahmedabad",445.56,23.5,51,Cancelled,2025-11-13 08:49:31.697714,Customer
360,3659,2025-10-28 03:15:37.205906,Instant,"Udhna, Surat","Dwarka, Delhi",467.0,23.39,81,Cancelled,2025-10-28 03:25:37.205906,Customer
361,1110,2026-03-22 16:16:20.569879,Scheduled,"Navrangpura, Ahmedabad","Andheri, Mumbai",175.3,8.8,34,Completed,,
362,316,2025-12-27 00:12:48.240306,Instant,"Udhna, Surat","Satellite, Ahmedabad",372.9,24.46,88,Completed,,
363,2469,2026-01-11 12:09:16.358764,Instant,"Katargam, Surat","Hinjewadi, Pune",227.83,11.48,35,Completed,,
364,2536,2026-02-24 00:00:22.916142,Instant,"Bandra, Mumbai","Udhna, Surat",198.75,17.55,44,Confirmed,,
365,3078,2026-02-01 11:30:31.878851,Scheduled,"Udhna, Surat","Bandra, Mumbai",176.18,12.19,44,Completed,,
366,3,2026-01-08 11:58:59.954724,Instant,"Indiranagar, Bangalore","Satellite, Ahmedabad",166.17,12.53,30,Confirmed,,
367,2012,2026-04-05 20:39:00.982714,Instant,"Whitefield, Bangalore","Andheri, Mumbai",187.98,10.52,40,Completed,,
368,1788,2026-01-11 19:43:59.634466,Instant,"Adajan, Surat","Dadar, Mumbai",272.01,22.53,63,Completed,,
369,1855,2025-10-11 00:21:50.406648,Instant,"Dwarka, Delhi","Udhna, Surat",96.34,7.57,18,Completed,,
370,3040,2026-01-02 10:08:20.417064,Instant,"Dadar, Mumbai","Dwarka, Delhi",129.36,8.7,24,Completed,,
371,4343,2025-10-17 06:18:36.174999,Instant,"Dadar, Mumbai","Kothrud, Pune",349.84,21.72,52,Completed,,
372,249,2026-03-22 02:37:47.683373,Instant,"Dwarka, Delhi","Andheri, Mumbai",257.69,23.91,91,Completed,,
373,875,2025-11-28 22:14:03.839964,Scheduled,"Adajan, Surat","Kothrud, Pune",52.65,3.57,13,Confirmed,,
374,2112,2026-02-17 04:03:02.018023,Instant,"Bandra, Mumbai","Vesu, Surat",29.63,2.94,6,Completed,,
375,4938,2025-10-06 16:06:57.950474,Instant,"Connaught Place, Delhi","Connaught Place, Delhi",222.4,18.98,39,Completed,,
376,2891,2025-12-15 12:42:24.593879,Instant,"Indiranagar, Bangalore","Adajan, Surat",141.4,9.05,36,Completed,,
377,3771,2026-03-06 11:52:28.645996,Instant,"Dadar, Mumbai","Kothrud, Pune",46.6,2.42,6,Completed,,
378,3441,2025-10-11 11:30:34.488226,Instant,"Udhna, Surat","Dadar, Mumbai",424.78,23.0,59,Cancelled,2025-10-11 11:40:34.488226,System
379,4122,2026-01-10 07:09:42.481587,Instant,"Whitefield, Bangalore","Katargam, Surat",33.41,1.69,5,Completed,,
380,1924,2026-03-11 01:13:49.419522,Instant,"Udhna, Surat","Whitefield, Bangalore",184.25,13.59,29,Completed,,
381,4237,2026-04-02 19:06:48.516510,Instant,"Dwarka, Delhi","Indiranagar, Bangalore",52.25,3.2,9,Completed,,
382,971,2026-01-08 12:24:45.150270,Instant,"Dadar, Mumbai","Navrangpura, Ahmedabad",176.12,17.2,64,Completed,,
383,1097,2026-04-01 22:45:46.163374,Instant,"Dwarka, Delhi","Satellite, Ahmedabad",206.73,12.87,45,Completed,,
384,3015,2025-10-11 05:27:50.062009,Scheduled,"Navrangpura, Ahmedabad","Indiranagar, Bangalore",222.79,12.62,40,Completed,,
385,1171,2026-03-19 22:10:39.557333,Scheduled,"Vesu, Surat","Navrangpura, Ahmedabad",385.21,22.17,69,Completed,,
386,3061,2025-10-23 02:48:53.444066,Instant,"Dadar, Mumbai","Katargam, Surat",110.55,7.05,22,Completed,,
387,3785,2025-11-19 04:47:11.658386,Instant,"Whitefield, Bangalore","Hinjewadi, Pune",30.18,1.56,4,Completed,,
