return_id,order_id,product_id,return_date,return_reason,refund_amount
RET000408,ORD01091,PROD02373,2023-07-16,Wrong Item Delivered,1363
RET000409,ORD01093,PROD02889,2022-03-10,Size Issue,1859
RET000410,ORD01094,PROD00254,2023-01-29,Wrong Item Delivered,2528
RET000411,ORD01094,PROD02404,2025-03-05,Size Issue,4781
RET000412,ORD01095,PROD00667,2024-10-16,Quality Not Good,1742
RET000413,ORD01095,PROD03912,2023-06-08,Quality Not Good,390
RET000414,ORD01101,PROD04509,2023-01-30,Size Issue,634
RET000415,ORD01101,PROD02805,2025-06-17,Size Issue,1454
RET000416,ORD01102,PROD04913,2025-07-13,Size Issue,2059
RET000417,ORD01106,PROD00497,2022-05-13,Size Issue,2955
RET000418,ORD01110,PROD01362,2022-11-02,Late Delivery,689
RET000419,ORD01111,PROD01327,2022-10-30,Wrong Item Delivered,3798
RET000420,ORD01128,PROD00446,2023-03-07,Quality Not Good,604
RET000421,ORD01128,PROD02077,2022-01-31,Quality Not Good,1089
RET000422,ORD01130,PROD04211,2022-02-07,Size Issue,2528
RET000423,ORD01141,PROD01809,2024-04-12,Quality Not Good,1860
RET000424,ORD01143,PROD02447,2023-01-07,Size Issue,4330
RET000425,ORD01146,PROD02789,2022-02-17,Size Issue,6375
RET000426,ORD01150,PROD04651,2025-03-29,Defective Product,6483
RET000427,ORD01150,PROD02608,2025-10-18,Wrong Item Delivered,6028
RET000428,ORD01150,PROD00215,2022-03-16,Quality Not Good,3726
RET000429,ORD01155,PROD02607,2025-10-28,Quality Not Good,3135
RET000430,ORD01161,PROD04370,2025-10-07,Defective Product,7044
RET000431,ORD01165,PROD00941,2024-01-19,Quality Not Good,1415
RET000432,ORD01171,PROD04326,2025-11-21,Size Issue,1899
RET000433,ORD01175,PROD01947,2023-04-09,Changed Mind,1798
RET000434,ORD01179,PROD03333,2022-10-22,Wrong Item Delivered,2950
RET000435,ORD01179,PROD01474,2022-05-08,Defective Product,748
RET000436,ORD01180,PROD02165,2025-07-16,Late Delivery,3757
RET000437,ORD01180,PROD04349,2022-12-30,Changed Mind,2062
RET000438,ORD01183,PROD04937,2024-07-12,Quality Not Good,1864
RET000439,ORD01183,PROD03138,2024-02-04,Defective Product,8217
RET000440,ORD01185,PROD03309,2024-04-15,Changed Mind,2195
RET000441,ORD01186,PROD00921,2025-07-18,Wrong Item Delivered,4848
RET000442,ORD01188,PROD03455,2024-12-05,Wrong Item Delivered,4228
RET000443,ORD01191,PROD00477,2023-08-06,Size Issue,2437
RET000444,ORD01197,PROD01750,2024-12-22,Size Issue,5349
RET000445,ORD01201,PROD04657,2025-05-28,Wrong Item Delivered,1240
RET000446,ORD01203,PROD03940,2025-01-09,Changed Mind,440
RET000447,ORD01204,PROD01414,2023-02-05,Defective Product,1597
RET000448,ORD01205,PROD03695,2023-12-28,Changed Mind,593
RET000449,ORD01209,PROD02988,2023-05-20,Quality Not Good,1970
RET000450,ORD01210,PROD01810,2023-03-20,Defective Product,2443
RET000451,ORD01214,PROD00694,2024-12-23,Defective Product,1395
RET000452,ORD01216,PROD01379,2025-12-22,Size Issue,1309
RET000453,ORD01220,PROD01743,2022-11-07,Quality Not Good,1193
RET000454,ORD01222,PROD01631,2024-04-08,Wrong Item Delivered,5440
RET000455,ORD01224,PROD02987,2025-11-23,Size Issue,2995
RET000456,ORD01225,PROD00181,2023-06-28,Size Issue,3398
RET000457,ORD01227,PROD04176,2023-01-04,Late Delivery,671
RET000458,ORD01229,PROD03040,2022-04-26,Quality Not Good,1033
RET000459,ORD01231,PROD03165,2023-03-10,Wrong Item Delivered,6393
RET000460,ORD01234,PROD04594,2022-12-12,Wrong Item Delivered,6462
RET000461,ORD01240,PROD01829,2023-09-12,Size Issue,2136
RET000462,ORD01241,PROD03385,2023-10-17,Wrong Item Delivered,1051
RET000463,ORD01241,PROD03051,2024-10-10,Quality Not Good,1168
RET000464,ORD01248,PROD04853,2024-07-01,Changed Mind,3469
RET000465,ORD01248,PROD02809,2025-04-27,Late Delivery,5126
RET000466,ORD01249,PROD01013,2022-12-10,Size Issue,4259
RET000467,ORD01251,PROD03894,2022-02-16,Quality Not Good,2253
RET000468,ORD01254,PROD01978,2023-07-14,Quality Not Good,834
RET000469,ORD01259,PROD02207,2023-09-29,Size Issue,6911
RET000470,ORD01265,PROD04580,2024-05-23,Defective Product,2250
RET000471,ORD01266,PROD03475,2025-03-11,Size Issue,2131
RET000472,ORD01270,PROD03161,2024-12-22,Quality Not Good,1476
RET000473,ORD01271,PROD00002,2025-10-28,Defective Product,6906
RET000474,ORD01272,PROD00925,2022-11-13,Changed Mind,742
RET000475,ORD01274,PROD00993,2024-10-12,Size Issue,3016
RET000476,ORD01274,PROD03145,2024-01-30,Wrong Item Delivered,2175
RET000477,ORD01277,PROD04972,2025-07-10,Defective Product,4884
RET000478,ORD01285,PROD01635,2022-03-12,Quality Not Good,1057
RET000479,ORD01289,PROD01885,2023-11-10,Size Issue,1232
RET000480,ORD01290,PROD03665,2024-01-24,Defective Product,1028
RET000481,ORD01290,PROD00580,2024-02-17,Wrong Item Delivered,5954
RET000482,ORD01292,PROD04872,2023-04-24,Late Delivery,2930
RET000483,ORD01295,PROD02762,2024-03-31,Quality Not Good,4548
RET000484,ORD01295,PROD02257,2022-10-04,Size Issue,4044
RET000485,ORD01307,PROD00675,2024-02-08,Defective Product,1210
RET000486,ORD01308,PROD04557,2025-07-28,Wrong Item Delivered,1182
RET000487,ORD01314,PROD00378,2023-04-10,Defective Product,5292
RET000488,ORD01319,PROD02580,2023-12-07,Late Delivery,4850
RET000489,ORD01320,PROD04985,2025-07-28,Wrong Item Delivered,1020
RET000490,ORD01321,PROD03821,2023-04-26,Defective Product,8352
RET000491,ORD01326,PROD00379,2022-09-10,Size Issue,2905
RET000492,ORD01335,PROD02879,2024-09-02,Defective Product,7896
RET000493,ORD01342,PROD02462,2024-06-11,Changed Mind,2167
RET000494,ORD01343,PROD00081,2022-08-04,Wrong Item Delivered,3663
RET000495,ORD01345,PROD03794,2024-03-14,Late Delivery,1325
RET000496,ORD01345,PROD04965,2024-12-25,Size Issue,2899
RET000497,ORD01346,PROD03278,2025-02-17,Quality Not Good,4717
RET000498,ORD01348,PROD02671,2024-10-27,Size Issue,3097
RET000499,ORD01348,PROD01036,2023-05-31,Quality Not Good,3336
RET000500,ORD01352,PROD03498,2022-07-09,Defective Product,4962
RET000501,ORD01355,PROD00820,2023-09-24,Wrong Item Delivered,1076
RET000502,ORD01360,PROD01898,2025-02-08,Size Issue,1422
RET000503,ORD01364,PROD04015,2022-07-25,Size Issue,2856
RET000504,ORD01366,PROD03993,2024-09-09,Size Issue,4448
RET000505,ORD01366,PROD00531,2024-05-27,Size Issue,1150
RET000506,ORD01371,PROD02038,2025-04-03,Defective Product,3112
RET000507,ORD01373,PROD00878,2025-08-07,Wrong Item Delivered,4122
RET000508,ORD01373,PROD02741,2025-06-06,Changed Mind,936
RET000509,ORD01378,PROD00795,2022-10-30,Defective Product,6663
RET000510,ORD01381,PROD01299,2024-10-13,Quality Not Good,1065
RET000511,ORD01389,PROD04722,2023-07-03,Quality Not Good,764
RET000512,ORD01395,PROD04905,2022-10-13,Changed Mind,2282
RET000513,ORD01401,PROD03256,2025-09-22,Defective Product,8544
RET000514,ORD01403,PROD00002,2023-01-12,Late Delivery,1798
RET000515,ORD01403,PROD00285,2025-04-21,Quality Not Good,896
RET000516,ORD01404,PROD04608,2025-04-02,Late Delivery,3159
RET000517,ORD01406,PROD04810,2024-06-13,Changed Mind,2391
RET000518,ORD01411,PROD03913,2025-06-23,Size Issue,1598
RET000519,ORD01411,PROD00799,2025-11-11,Wrong Item Delivered,452
RET000520,ORD01411,PROD03373,2023-09-06,Size Issue,2052
RET000521,ORD01413,PROD03927,2023-11-07,Defective Product,2388
RET000522,ORD01416,PROD04195,2022-08-17,Wrong Item Delivered,5436
RET000523,ORD01420,PROD04181,2025-05-05,Wrong Item Delivered,3426
RET000524,ORD01426,PROD00422,2025-05-26,Wrong Item Delivered,4494
RET000525,ORD01430,PROD01335,2025-06-12,Quality Not Good,1587
RET000526,ORD01434,PROD01075,2024-09-27,Defective Product,960
RET000527,ORD01438,PROD00092,2025-10-13,Changed Mind,4829
RET000528,ORD01439,PROD01262,2024-10-26,Size Issue,760
RET000529,ORD01444,PROD03633,2025-06-04,Wrong Item Delivered,1214
RET000530,ORD01445,PROD03027,2022-12-03,Size Issue,1126
RET000531,ORD01446,PROD01705,2024-08-09,Wrong Item Delivered,1238
RET000532,ORD01451,PROD00952,2024-02-26,Size Issue,3305
RET000533,ORD01454,PROD03458,2023-07-04,Changed Mind,5192
RET000534,ORD01455,PROD02980,2025-04-09,Defective Product,8301
RET000535,ORD01463,PROD02180,2024-08-20,Late Delivery,2228
RET000536,ORD01470,PROD03444,2025-09-18,Wrong Item Delivered,2410
RET000537,ORD01470,PROD01269,2025-07-16,Quality Not Good,2749
RET000538,ORD01481,PROD02271,2023-04-29,Defective Product,3214
RET000539,ORD01483,PROD02891,2022-07-10,Changed Mind,1091
RET000540,ORD01489,PROD02180,2023-03-26,Changed Mind,1561
RET000541,ORD01491,PROD00462,2022-03-24,Size Issue,2833
RET000542,ORD01493,PROD04390,2024-07-26,Late Delivery,1963
RET000543,ORD01493,PROD03532,2024-02-12,Defective Product,1192
RET000544,ORD01500,PROD01824,2024-02-29,Quality Not Good,5188
RET000545,ORD01502,PROD03037,2024-05-17,Changed Mind,1007
RET000546,ORD01506,PROD00109,2023-02-21,Changed Mind,948
RET000547,ORD01514,PROD00581,2024-06-19,Changed Mind,1298
RET000548,ORD01515,PROD04489,2023-10-11,Defective Product,8424
RET000549,ORD01516,PROD02402,2024-07-14,Size Issue,1846
RET000550,ORD01516,PROD02109,2025-07-18,Size Issue,1810
RET000551,ORD01519,PROD00323,2024-02-29,Defective Product,5331
RET000552,ORD01520,PROD01950,2024-09-28,Size Issue,1438
RET000553,ORD01530,PROD02698,2025-07-02,Late Delivery,1714
RET000554,ORD01531,PROD02721,2025-02-25,Changed Mind,5011
RET000555,ORD01535,PROD02667,2025-06-17,Changed Mind,1876
RET000556,ORD01547,PROD03257,2024-06-13,Quality Not Good,4140
RET000557,ORD01547,PROD00065,2025-07-26,Changed Mind,4334
RET000558,ORD01551,PROD04022,2023-03-13,Defective Product,2586
RET000559,ORD01553,PROD02020,2022-03-26,Changed Mind,7687
RET000560,ORD01558,PROD04255,2025-05-07,Size Issue,1971
RET000561,ORD01563,PROD00415,2025-10-22,Changed Mind,2022
RET000562,ORD01567,PROD03156,2025-02-28,Changed Mind,1314
RET000563,ORD01569,PROD01131,2024-12-24,Wrong Item Delivered,888
RET000564,ORD01570,PROD04099,2023-04-14,Defective Product,3368
RET000565,ORD01573,PROD01196,2022-06-09,Defective Product,3582
RET000566,ORD01573,PROD00557,2024-05-11,Wrong Item Delivered,2881
RET000567,ORD01588,PROD03912,2023-04-23,Changed Mind,591
RET000568,ORD01588,PROD03097,2022-03-09,Size Issue,630
RET000569,ORD01589,PROD03449,2025-11-27,Quality Not Good,4431
RET000570,ORD01592,PROD03515,2024-04-07,Late Delivery,5902
RET000571,ORD01595,PROD02616,2023-10-27,Late Delivery,4394
RET000572,ORD01596,PROD01080,2022-08-10,Defective Product,1965
RET000573,ORD01597,PROD00152,2022-10-01,Defective Product,2771
RET000574,ORD01597,PROD02654,2024-07-13,Late Delivery,4389
RET000575,ORD01606,PROD00283,2024-11-11,Size Issue,2513
RET000576,ORD01611,PROD02840,2024-10-16,Late Delivery,1101
RET000577,ORD01617,PROD04190,2025-09-18,Wrong Item Delivered,4260
RET000578,ORD01619,PROD01608,2022-01-16,Late Delivery,448
RET000579,ORD01619,PROD02845,2022-11-16,Changed Mind,4200
RET000580,ORD01622,PROD03224,2023-09-29,Defective Product,5364
RET000581,ORD01626,PROD00228,2023-01-16,Quality Not Good,5640
RET000582,ORD01628,PROD04216,2023-12-01,Size Issue,614
RET000583,ORD01630,PROD02144,2023-05-06,Wrong Item Delivered,2730
RET000584,ORD01631,PROD02739,2025-09-01,Size Issue,724
RET000585,ORD01638,PROD01308,2023-04-30,Late Delivery,2024
RET000586,ORD01639,PROD00870,2022-03-04,Quality Not Good,881
RET000587,ORD01640,PROD03958,2022-08-24,Quality Not Good,1754
RET000588,ORD01641,PROD02949,2024-06-28,Defective Product,2024
RET000589,ORD01643,PROD01460,2023-11-10,Wrong Item Delivered,2230
RET000590,ORD01643,PROD00508,2024-04-05,Changed Mind,2190
RET000591,ORD01646,PROD04144,2024-08-20,Defective Product,1599
RET000592,ORD01649,PROD03722,2022-08-23,Defective Product,778
RET000593,ORD01649,PROD02676,2022-09-04,Defective Product,3466
RET000594,ORD01650,PROD03876,2022-10-20,Wrong Item Delivered,4004
RET000595,ORD01650,PROD01794,2024-04-24,Late Delivery,3743
RET000596,ORD01654,PROD02318,2025-03-30,Size Issue,616
RET000597,ORD01655,PROD04631,2025-04-30,Late Delivery,7459
RET000598,ORD01657,PROD01429,2023-02-05,Quality Not Good,370
RET000599,ORD01657,PROD00182,2022-06-27,Size Issue,3022
RET000600,ORD01660,PROD03633,2022-04-10,Quality Not Good,858
RET000601,ORD01661,PROD02363,2023-05-15,Late Delivery,421
RET000602,ORD01662,PROD02234,2024-01-16,Wrong Item Delivered,2490
RET000603,ORD01663,PROD03091,2024-11-18,Size Issue,668
RET000604,ORD01663,PROD03391,2022-04-12,Size Issue,7331
RET000605,ORD01671,PROD04046,2025-03-19,Size Issue,4352
RET000606,ORD01674,PROD04191,2024-11-14,Size Issue,2314
RET000607,ORD01676,PROD04009,2023-07-05,Wrong Item Delivered,829
RET000608,ORD01683,PROD03452,2025-09-09,Size Issue,3761
RET000609,ORD01683,PROD01450,2023-11-14,Size Issue,4631
RET000610,ORD01694,PROD04792,2024-02-17,Wrong Item Delivered,3544
RET000611,ORD01694,PROD01807,2024-02-28,Defective Product,5991
RET000612,ORD01696,PROD02121,2024-01-25,Defective Product,8622
RET000613,ORD01701,PROD02902,2022-09-29,Quality Not Good,399
RET000614,ORD01702,PROD00643,2022-08-25,Quality Not Good,2127
RET000615,ORD01703,PROD00291,2022-12-17,Size Issue,2027
RET000616,ORD01705,PROD01950,2025-01-06,Changed Mind,1882
RET000617,ORD01706,PROD01189,2023-07-11,Wrong Item Delivered,1617
RET000618,ORD01707,PROD03568,2024-10-18,Wrong Item Delivered,1303
RET000619,ORD01712,PROD02475,2024-12-11,Defective Product,2587
RET000620,ORD01716,PROD00836,2025-10-05,Defective Product,1348
RET000621,ORD01723,PROD03865,2023-04-16,Defective Product,2158
RET000622,ORD01726,PROD00476,2022-06-05,Quality Not Good,450
RET000623,ORD01730,PROD02318,2023-08-30,Quality Not Good,2813
RET000624,ORD01731,PROD01330,2022-04-12,Quality Not Good,6708
RET000625,ORD01735,PROD02169,2025-01-21,Quality Not Good,5060
RET000626,ORD01736,PROD03067,2025-02-16,Late Delivery,3141
RET000627,ORD01740,PROD00610,2022-12-06,Quality Not Good,5007
RET000628,ORD01742,PROD04441,2025-06-19,Size Issue,809
RET000629,ORD01743,PROD00501,2022-10-14,Size Issue,3728
RET000630,ORD01745,PROD00422,2022-04-16,Wrong Item Delivered,2996
RET000631,ORD01754,PROD04632,2024-06-12,Wrong Item Delivered,2784
RET000632,ORD01759,PROD04486,2022-12-22,Changed Mind,3758
RET000633,ORD01759,PROD00889,2022-08-07,Wrong Item Delivered,1132
RET000634,ORD01764,PROD02320,2022-01-29,Wrong Item Delivered,1156
RET000635,ORD01771,PROD02010,2024-02-22,Size Issue,2361
RET000636,ORD01776,PROD00397,2023-07-15,Wrong Item Delivered,3296
RET000637,ORD01780,PROD02235,2023-08-13,Changed Mind,5503
RET000638,ORD01785,PROD03524,2025-03-04,Changed Mind,882
RET000639,ORD01786,PROD00553,2022-10-30,Quality Not Good,1576
RET000640,ORD01787,PROD02129,2024-07-08,Size Issue,548
RET000641,ORD01789,PROD00402,2023-04-29,Quality Not Good,1745
RET000642,ORD01792,PROD04188,2024-04-28,Changed Mind,7652
RET000643,ORD01793,PROD02828,2024-06-22,Wrong Item Delivered,2851
RET000644,ORD01798,PROD04747,2023-11-29,Size Issue,409
RET000645,ORD01798,PROD02347,2023-04-27,Quality Not Good,326
RET000646,ORD01799,PROD00929,2025-11-21,Quality Not Good,910
RET000647,ORD01805,PROD04463,2024-10-04,Defective Product,3184
RET000648,ORD01805,PROD04174,2022-12-12,Late Delivery,1549
RET000649,ORD01807,PROD03200,2023-09-19,Size Issue,3264
RET000650,ORD01811,PROD04080,2024-10-20,Size Issue,1912
RET000651,ORD01812,PROD00224,2022-11-16,Size Issue,1317
RET000652,ORD01812,PROD00968,2025-01-14,Quality Not Good,4291
RET000653,ORD01818,PROD00482,2023-03-07,Changed Mind,525
RET000654,ORD01821,PROD03828,2023-11-06,Size Issue,2122
RET000655,ORD01823,PROD03843,2025-11-15,Defective Product,8706
RET000656,ORD01825,PROD00631,2023-03-07,Size Issue,3126
RET000657,ORD01825,PROD01524,2022-05-19,Wrong Item Delivered,2596
RET000658,ORD01826,PROD04480,2022-02-05,Defective Product,1259
RET000659,ORD01832,PROD01371,2025-10-19,Late Delivery,6158
RET000660,ORD01834,PROD03814,2023-01-11,Late Delivery,1761
RET000661,ORD01835,PROD02419,2024-12-01,Size Issue,956
RET000662,ORD01842,PROD04760,2024-09-16,Quality Not Good,1377
RET000663,ORD01845,PROD00410,2022-05-09,Size Issue,680
RET000664,ORD01846,PROD04239,2022-03-31,Size Issue,648
RET000665,ORD01850,PROD02985,2022-01-18,Defective Product,4858
RET000666,ORD01863,PROD03822,2024-12-29,Size Issue,2564
RET000667,ORD01864,PROD03897,2022-07-18,Size Issue,1635
RET000668,ORD01869,PROD04760,2023-08-12,Wrong Item Delivered,2760
RET000669,ORD01872,PROD03891,2022-10-17,Quality Not Good,2856
RET000670,ORD01873,PROD00660,2025-04-30,Size Issue,1653
RET000671,ORD01877,PROD00896,2025-06-26,Wrong Item Delivered,1111
RET000672,ORD01885,PROD03830,2022-07-14,Size Issue,786
RET000673,ORD01887,PROD01230,2023-05-12,Size Issue,2225
RET000674,ORD01887,PROD01130,2024-04-09,Changed Mind,6285
RET000675,ORD01891,PROD03536,2025-12-20,Size Issue,660
RET000676,ORD01892,PROD01902,2024-05-09,Wrong Item Delivered,3318
RET000677,ORD01893,PROD03715,2025-09-21,Defective Product,5736
RET000678,ORD01896,PROD04397,2023-06-06,Late Delivery,2484
RET000679,ORD01898,PROD04873,2023-08-29,Late Delivery,2555
RET000680,ORD01903,PROD04557,2023-09-14,Size Issue,1148
RET000681,ORD01904,PROD03929,2023-08-22,Changed Mind,7892
RET000682,ORD01905,PROD02537,2024-04-06,Wrong Item Delivered,2056
RET000683,ORD01906,PROD01401,2024-02-05,Size Issue,1843
RET000684,ORD01907,PROD01774,2025-09-04,Quality Not Good,1435
RET000685,ORD01910,PROD02391,2024-07-21,Quality Not Good,624
RET000686,ORD01916,PROD04121,2025-06-12,Defective Product,1196
RET000687,ORD01920,PROD01209,2024-10-28,Size Issue,1027
RET000688,ORD01921,PROD04086,2025-04-17,Quality Not Good,2976
RET000689,ORD01922,PROD02603,2022-12-24,Size Issue,941
RET000690,ORD01931,PROD01026,2022-09-08,Defective Product,4324
RET000691,ORD01933,PROD01979,2023-02-11,Size Issue,1676
RET000692,ORD01936,PROD01594,2022-12-04,Quality Not Good,1780
RET000693,ORD01937,PROD00760,2024-01-02,Size Issue,2016
RET000694,ORD01938,PROD03909,2023-08-31,Size Issue,5490
RET000695,ORD01940,PROD03818,2025-12-16,Changed Mind,1093
RET000696,ORD01942,PROD02381,2024-09-16,Wrong Item Delivered,635
RET000697,ORD01947,PROD01462,2023-05-19,Defective Product,564
RET000698,ORD01951,PROD00353,2022-09-16,Size Issue,1259
RET000699,ORD01952,PROD01803,2022-03-25,Changed Mind,1962
RET000700,ORD01960,PROD04736,2024-10-23,Changed Mind,1702
RET000701,ORD01962,PROD02756,2023-09-16,Size Issue,4722
RET000702,ORD01964,PROD04878,2025-12-05,Quality Not Good,1337
RET000703,ORD01966,PROD04640,2023-11-16,Size Issue,4979
RET000704,ORD01976,PROD04992,2025-02-19,Defective Product,8466
RET000705,ORD01978,PROD03406,2022-04-22,Defective Product,1108
RET000706,ORD01983,PROD04668,2024-03-08,Size Issue,495
RET000707,ORD01987,PROD00538,2023-01-25,Quality Not Good,2857
RET000708,ORD01988,PROD02991,2023-12-17,Size Issue,3857
RET000709,ORD01995,PROD02357,2025-05-31,Changed Mind,1326
RET000710,ORD01996,PROD01410,2022-02-21,Quality Not Good,1001
RET000711,ORD01996,PROD02718,2022-01-06,Late Delivery,3523
RET000712,ORD01997,PROD04893,2024-07-28,Changed Mind,1183
RET000713,ORD01997,PROD03899,2022-05-07,Wrong Item Delivered,529
RET000714,ORD01998,PROD01385,2024-09-12,Late Delivery,6316
RET000715,ORD01998,PROD03718,2025-02-17,Defective Product,2499
RET000716,ORD02006,PROD04471,2023-05-23,Wrong Item Delivered,5532
RET000717,ORD02006,PROD03460,2022-08-10,Late Delivery,1331
RET000718,ORD02007,PROD00521,2025-11-05,Wrong Item Delivered,5775
RET000719,ORD02007,PROD02790,2025-10-02,Late Delivery,1925
RET000720,ORD02007,PROD04921,2022-10-31,Size Issue,1238
RET000721,ORD02008,PROD02269,2022-05-08,Size Issue,6280
RET000722,ORD02013,PROD04124,2025-05-22,Defective Product,4161
RET000723,ORD02013,PROD02562,2022-01-01,Size Issue,3603
RET000724,ORD02015,PROD03285,2023-10-07,Size Issue,2224
RET000725,ORD02015,PROD01652,2024-01-03,Size Issue,992
RET000726,ORD02020,PROD02086,2025-04-20,Quality Not Good,2036
RET000727,ORD02021,PROD01972,2023-07-28,Size Issue,4570
RET000728,ORD02028,PROD03069,2024-08-29,Size Issue,3160
RET000729,ORD02035,PROD02315,2025-11-23,Quality Not Good,1560
RET000730,ORD02036,PROD04068,2025-10-20,Changed Mind,2205
RET000731,ORD02052,PROD00381,2024-10-29,Wrong Item Delivered,2970
RET000732,ORD02056,PROD03563,2025-08-29,Quality Not Good,4465
RET000733,ORD02060,PROD04367,2022-06-16,Wrong Item Delivered,1562
RET000734,ORD02061,PROD00687,2024-08-19,Defective Product,2642
